Classifier;Start;Stop;Step;Chunk;F1Score;Accuracy;Execution Time (s)
knn;1000;3000;1000;1000;0.7758143089513465;0.7819970671486547;30.39480185508728
knn;1000;3000;1000;2000;0.8594336747310832;0.8587456945060191;79.4424250125885
