;95;0;0;0;0;1;1;0;0;0
;0;93;0;0;0;1;0;0;0;1
;0;1;103;1;0;0;0;4;1;1
;0;1;0;98;0;1;0;0;3;0
;0;8;0;0;83;1;1;0;0;2
;2;0;0;5;0;89;1;0;0;0
;1;5;0;0;0;0;100;0;0;0
;0;3;1;0;1;0;0;88;0;4
;0;3;0;1;1;2;0;1;79;0
;0;1;0;0;2;0;0;9;0;100
