5465;2;2;20;4;2;32;3;30;0
1;6057;186;121;58;7;47;70;42;66
16;10;5594;169;2;1;16;57;21;2
3;3;23;5644;1;50;2;57;18;18
13;9;17;3;5298;0;141;22;14;205
4;3;7;573;5;4749;46;18;87;47
36;10;3;1;3;49;5714;0;42;0
0;16;42;124;64;1;0;5762;8;80
36;26;44;121;31;41;50;31;5139;176
17;8;14;114;84;3;9;139;46;5379
