5365;7;9;65;32;9;43;17;5;8
6;5749;110;405;9;146;116;71;7;36
18;36;5463;87;6;0;5;260;10;3
4;9;17;5296;5;46;0;411;14;17
41;54;49;13;4919;2;78;146;0;420
15;17;6;266;30;5095;26;55;23;6
78;46;21;39;36;182;5395;0;61;0
0;47;26;84;47;1;0;5851;8;33
156;101;50;31;88;134;80;146;4430;479
17;35;11;143;141;9;3;307;1;5146
