5277;5;25;38;18;6;123;7;60;1
1;5238;138;281;273;57;294;98;102;173
22;19;5529;96;11;1;52;111;45;2
5;5;41;5531;19;41;2;125;15;35
37;8;25;1;5297;1;129;40;7;177
7;10;30;731;127;4402;73;29;68;62
84;32;1;1;23;105;5488;0;124;0
0;41;31;118;191;2;0;5508;16;190
119;51;56;60;107;45;78;84;4767;328
56;24;8;150;303;0;5;174;15;5078
